Clasa,accuracy,precision,recall,true negative rate
c22,0.5714285714285714,0,0,0.5714285714285714
c15,0.8571428571428571,0,0,0.8571428571428571
c18,1,0,0,0
c11,0.7142857142857143,0,0,0.7142857142857143
c12,1,0,0,0
c13,0.8571428571428571,0,0,0.8571428571428571
c33,1,0,0,0
c24,1,0,0,0
Medie,0.8749999999999999,0,0,0.375
