Clasa,accuracy,precision,recall,true negative rate
c22,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666
c15,0.7142857142857143,0,0,0.8333333333333334
c18,0.8571428571428571,0,0,0
c11,0.5714285714285714,0,0,0.6666666666666666
c12,1,0,0,0
c13,0.8571428571428571,0,0,0.8571428571428571
c33,1,0,0,0
c24,1,0,0,0
Medie,0.8214285714285714,0.0625,0.08333333333333333,0.37797619047619047
